gene_name	D30_M1234_CD4512_CX3CR6Neg_S31	D30_M1234_CD4512_Slamf6_S29	D30_M1234_CD451_CX3CR6Neg_S28	D30_M1234_CD451_Slamf6_S26	D30_M567_CD4512_CX3CR6Neg_S24	D30_M567_CD4512_Slamf6_S35	D30_M567_CD451_CX3CR6Neg_S34	D30_M567_CD451_Slamf6_S32
Dnase1l3	314	176	214	243	4097	537	250	210
Dnase2a	313	358	429	74	634	212	379	398
Dnd1	14	39	94	0	0	0	0	1
Dnhd1	0	38	16	98	0	0	0	47
Dnlz	544	493	305	407	436	386	506	635
Dnm1l	1224	1436	970	965	835	558	309	1453
Dnm2	2334	3361	3210	1998	3687	1446	1091	2681
Dnm3	9	8	5	10	54	3	12	19
Dnmbp	10	197	168	246	346	72	9	146
Dnmt1	1641	1261	2225	641	4094	613	745	1472
Dnmt3a	935	797	1122	491	531	415	744	1358
Dnmt3b	147	147	350	17	1432	100	29	61
Dnmt3l	6	7	0	0	0	0	0	1
Dnpep	602	1388	894	484	2144	578	436	1313
Dnph1	10	9	1	17	0	3	0	1
Dnttip1	63	127	131	75	0	54	238	167
Dnttip2	1914	1832	1215	1882	1360	1035	740	2843
Doc2g	32	20	13	13	0	61	20	43
Dock10	5345	6040	4793	5370	7921	5616	5117	6329
Dock11	881	1132	554	647	0	931	461	1243
Dock2	6642	11375	8430	7766	9076	3771	1960	10015
Dock3	5	15	8	0	1	0	0	14
Dock4	2	2	3	2	0	1	2	2
Dock5	425	184	337	131	140	120	264	234
Dock6	3	80	46	8	0	36	9	30
Dock7	64	64	68	92	10	26	10	81
Dock8	1573	2002	1746	2241	2520	570	734	1704
Dock9	383	547	452	408	25	271	239	571
Dohh	575	894	771	382	1897	323	493	845
Dok1	528	353	495	235	768	64	570	347
Dok2	2574	1706	2433	1409	1027	652	2027	2524
Dok3	47	14	0	0	0	163	16	0
Dok4	18	0	63	1	0	0	0	0
Dok5	0	6	6	0	0	2	0	3
Dok6	37	29	20	19	28	6	29	37
Dolk	254	186	283	321	1	165	318	505
Dolpp1	655	514	631	432	0	0	745	639
Donson	948	1043	263	622	435	393	297	1174
Dop1a	211	680	497	405	286	364	86	589
Dop1b	857	832	1515	768	1647	542	390	1106
Dot1l	297	667	323	319	1718	152	256	336
Dpagt1	293	311	278	168	0	342	269	683
Dpcd	473	535	491	197	108	150	557	506
Dpep1	0	0	2	0	0	0	1	1
Dpep2	2	10	6	8	8	2	1	9
Dpf1	0	6	0	3	0	0	0	0
Dpf2	2011	2268	1685	1430	3	1095	953	3089
Dph1	136	518	40	399	257	176	0	300
Dph2	262	457	75	392	0	215	489	553
Dph3	614	563	579	390	2	123	780	641
Dph5	490	570	272	423	447	351	478	776
Dph6	181	423	122	81	17	165	109	260
Dph7	388	541	364	325	1	119	117	1026
Dpm1	554	509	634	698	1341	227	320	609
Dpm2	833	1187	843	794	833	824	1277	1669
Dpm3	251	234	230	153	346	112	438	323
Dpp10	20	51	67	45	8	19	16	43
Dpp3	1427	1607	1555	976	1820	503	1116	2460
Dpp4	1340	2762	1253	1511	384	794	313	3186
Dpp6	6	6	7	6	5	6	1	8
Dpp7	47	309	173	228	982	168	243	207
Dpp8	700	614	338	174	2923	390	157	613
Dpp9	581	620	580	828	1475	335	87	587
Dppa2	3	2	8	1	4	1	2	2
Dpy19l1	264	288	224	41	0	44	159	313
Dpy19l3	394	817	412	579	3	180	180	885
Dpy19l4	108	152	76	134	0	119	35	81
Dpy30	442	614	665	585	1477	299	783	768
Dpysl2	9046	7153	7308	5554	5719	3070	8867	8890
Dpysl3	2	0	66	1	3	0	1	0
Dpysl4	0	0	30	0	0	1	0	1
Dpysl5	0	1	2	0	0	0	0	98
Dqx1	105	123	178	41	149	23	138	126
Dr1	422	629	540	415	1047	503	91	806
Dram1	91	23	0	17	0	0	55	108
Dram2	424	231	439	433	0	284	294	386
Drap1	182	158	216	157	485	151	222	210
Draxin	1	0	0	2	0	0	1	0
Drc1	33	33	0	54	0	2	2	19
Drc3	2	23	11	5	0	0	4	13
Drg1	1575	1779	1106	878	2016	1022	1558	2429
Drg2	520	857	412	566	1	558	383	1053
Drgx	0	0	0	0	1	0	0	1
Drosha	277	420	219	224	1	71	228	327
Drp2	3	4	5	9	2	0	3	7
Dscam	5	374	6	209	0	108	0	338
Dscc1	48	10	9	27	13	6	183	30
Dse	62	362	304	395	0	411	2	371
Dsel	19	3	0	16	0	0	23	1
Dsg1b	2	21	13	5	4	1	3	12
Dsg1c	0	1	0	3	0	0	0	0
Dsg2	10	17	11	9	1	12	5	13
Dsg3	0	0	3	0	1	0	0	0
Dsn1	113	207	123	154	1274	8	215	200
Dst	42	133	216	137	16	29	59	170
Dstn	255	128	24	89	216	0	107	134
Dstyk	121	67	18	93	3	122	21	125
Dtd1	510	765	379	728	711	295	465	873
Dtd2	138	192	127	50	0	145	78	141
Dthd1	0	39	0	19	0	0	0	20
Dtl	466	305	528	150	28	125	147	263
Dtna	3	6	5	5	10	0	4	4
Dtnb	592	929	513	403	159	652	402	781
Dtnbp1	145	99	195	40	318	141	41	192
Dtwd1	182	435	0	225	1838	292	127	293
Dtwd2	118	65	113	48	2	96	113	75
Dtx1	1775	2907	1651	1372	3753	1659	1289	2885
Dtx2	444	251	607	275	34	226	162	312
Dtx3	201	362	318	177	0	233	104	324
Dtx3l	1432	1774	1738	1441	2433	555	831	2048
Dtx4	384	333	403	315	1	110	19	572
Dtymk	1302	1533	1200	976	1208	1000	933	1357
Dus1l	1021	1150	1459	605	1	1082	785	1463
Dus2	1068	1065	1142	466	1162	327	1317	1303
Dus3l	396	692	605	568	3	290	129	794
Dus4l	43	7	0	72	0	20	0	127
Dusp1	14369	35225	12401	23515	9173	8048	13102	21273
Dusp10	852	507	530	391	1	158	300	426
Dusp11	1319	1515	1537	1232	1709	682	1224	1683
Dusp12	498	556	235	154	0	261	87	575
Dusp14	59	224	11	199	10	0	242	139
Dusp16	53	5	87	109	160	29	67	95
Dusp18	2	73	12	52	0	0	4	8
Dusp19	382	303	291	159	212	100	219	235
Dusp2	2607	938	1894	794	3147	886	1815	1598
Dusp22	54	167	71	10	6	73	6	202
Dusp23	40	55	38	40	61	32	51	113
Dusp28	47	103	43	120	0	0	57	280
Dusp3	132	102	19	50	977	158	153	127
Dusp4	72	267	74	327	0	56	0	210
Dusp5	999	656	1555	287	1079	157	513	297
Dusp6	2074	1007	2478	1065	3382	788	759	1069
Dusp7	50	82	75	85	0	1	31	143
Dusp8	22	9	35	0	0	0	1	0
Dusp9	2	0	2	3	0	0	2	11
Dut	645	474	665	280	1007	185	930	507
Duxbl1	0	0	1	2	1	0	0	0
Duxf3	0	1	5	2	0	0	0	0
Dvl1	175	297	168	364	0	97	100	350
Dvl2	47	207	137	61	42	42	22	110
Dvl3	518	742	557	449	488	153	33	677
Dxo	412	506	639	255	124	206	270	524
Dym	541	928	837	343	547	304	970	1421
Dync1h1	1713	3439	1942	1672	2427	1170	1483	1950
Dync1i2	1514	1482	1256	1124	1607	648	723	1915
Dync1li1	1360	1236	1270	883	3040	507	639	1211
Dync1li2	624	739	455	515	419	114	336	668
Dync2h1	85	96	35	56	0	0	87	94
Dync2i1	8	9	12	3	0	1	6	7
Dync2i2	58	71	33	37	20	25	30	140
Dync2li1	2	5	0	0	0	44	0	35
Dynll1	748	1014	993	1019	1496	514	1021	1288
Dynll2	57	28	84	38	33	33	81	56
Dynlrb1	1655	1797	1693	1016	1525	1015	2319	2170
Dynlt1	142	165	111	109	0	71	113	167
Dynlt1a	224	375	147	78	301	276	167	230
Dynlt1b	324	311	342	338	0	164	464	453
Dynlt1c	116	206	123	79	12	47	43	184
Dynlt1f	558	703	721	623	0	271	575	990
Dynlt2a1	0	0	0	7	0	0	0	0
Dynlt2a2	5	5	23	0	0	0	0	5
Dynlt2a3	0	6	0	0	0	0	0	4
Dynlt2b	1	10	0	0	1	0	6	9
Dynlt3	432	461	932	259	1	171	484	355
Dynlt4	14	11	0	32	0	0	0	0
Dyrk1a	1375	2155	1094	1173	1166	748	1527	2136
Dyrk1b	39	52	46	3	1	20	5	19
Dyrk2	386	839	482	447	0	325	105	463
Dyrk3	8	41	0	0	0	0	0	0
Dytn	15	6	24	25	0	3	6	5
Dzank1	229	17	122	56	14	18	12	25
Dzip1	71	412	48	246	1	176	0	281
Dzip1l	9	12	23	17	2	3	5	23
Dzip3	65	39	186	66	0	0	2	164
E030018B13Rik	0	2	12	21	0	12	22	0
E030030I06Rik	18	17	38	0	0	2	21	5
E130308A19Rik	221	393	421	251	1956	311	357	299
E130311K13Rik	184	208	161	111	3	106	228	335
E2f1	51	59	28	7	901	1	0	11
E2f2	72	85	2	33	903	211	1	89
E2f3	126	117	261	210	0	53	52	233
E2f4	1308	970	1006	431	2731	416	1383	1101
E2f5	27	178	0	55	0	98	145	208
E2f6	36	55	33	74	0	45	16	149
E2f7	65	92	64	44	29	50	40	58
E2f8	96	10	7	6	0	1	0	16
E430018J23Rik	108	101	21	18	13	136	79	57
E4f1	1080	1624	1261	1105	919	740	970	2101
Eaf1	873	656	689	431	41	214	180	792
Eaf2	27	21	30	9	1	20	11	17
Eapp	1341	1528	1316	797	4281	779	1758	1491
Ears2	147	438	405	296	2	317	577	213
Ebag9	365	554	276	282	6	149	6	538
Ebf1	7	52	1	1	31	122	10	12
Ebf2	0	0	1	0	2	0	0	0
Ebf3	2	1	1	5	0	0	2	1
Ebi3	7	60	0	11	6	26	0	1
Ebna1bp2	976	1000	776	732	1586	620	1197	1647
Ebp	1031	1002	852	537	732	418	1581	1317
Ebpl	525	725	522	678	625	310	631	777
Ecd	921	968	606	828	2	595	403	1364
Ece1	481	1013	418	699	1201	304	264	874
Ece2	25	0	3	0	0	0	0	1
Ech1	3483	2375	3291	1365	2121	1319	3444	2770
Echdc1	358	400	126	188	0	135	59	644
Echdc2	58	89	76	94	0	5	1	24
Echs1	709	923	877	547	2176	396	401	1264
Eci1	391	710	529	288	2	284	962	758
Eci2	673	852	820	571	956	272	899	1070
Ecm1	10	38	65	3	0	0	83	1
Ecm2	29	22	14	13	6	5	3	20
Ecpas	473	726	513	916	186	326	149	625
Ecsit	463	716	393	329	1045	340	508	1037
Ect2	108	4	106	0	0	4	0	96
Ect2l	35	31	32	10	8	8	10	39
Eda	2	3	3	0	0	0	0	2
Edaradd	115	0	1	1	1387	137	1	1
Edc3	1039	1352	1132	354	1828	496	185	2077
Edc4	1646	1622	1978	1679	1749	878	350	1340
Edem1	999	998	758	597	280	701	440	765
Edem2	1116	1640	1049	615	688	664	1054	1498
Edem3	185	247	154	332	0	89	28	161
Edf1	1799	1906	2247	1267	1904	1180	2797	2647
Edil3	4	16	8	5	18	1	6	25
Edn1	0	0	0	0	0	0	1	1
Ednra	0	1	2	2	0	0	0	0
Ednrb	0	1	4	0	0	0	0	3
Edrf1	417	726	447	436	1625	37	184	678
Eea1	461	601	497	413	1603	157	498	802
Eed	595	961	638	605	2832	745	637	1095
Eef1a1	27074	48122	39590	42027	29633	20169	33705	51791
Eef1akmt1	305	480	355	409	585	135	617	592
Eef1akmt2	540	674	469	484	2220	201	643	776
Eef1akmt3	36	69	44	27	51	20	40	51
Eef1akmt4	113	163	73	112	0	116	240	241
Eef1b2	1451	3083	2352	2609	2124	1194	2253	2970
Eef1d	2027	3057	2766	2102	1449	1187	2960	3095
Eef1e1	427	568	475	276	441	260	326	615
Eef1g	4121	7929	3618	7031	3851	4125	4962	9475
Eef2	18389	25627	17144	19310	21219	10694	7358	26742
Eef2k	28	36	103	155	11	1	2	6
Eef2kmt	183	584	271	464	176	226	62	785
Eefsec	638	1233	561	846	1	544	528	942
Eeig1	1921	1430	1530	952	633	533	442	1155
Eeig2	65	20	42	8	0	17	0	78
Efcab11	27	24	3	3	0	44	0	32
Efcab12	3	2	9	0	0	0	0	1
Efcab14	689	917	482	549	195	505	640	1199
Efcab2	46	88	32	18	0	13	1	128
Efcab7	35	113	31	118	0	21	0	53
Efcab8	1	0	0	0	0	0	1	2
Efcab9	13	25	0	0	0	0	41	28
Efcc1	76	89	58	48	130	60	74	122
Efemp2	25	9	3	0	0	4	0	153
Efhb	4	7	8	6	5	3	6	9
Efhd2	4057	2679	4630	1798	5661	1949	5253	3418
Efl1	302	622	583	225	1228	82	203	441
Efna5	0	2	0	0	0	0	0	2
Efnb2	0	6	1	64	0	0	0	94
Efnb3	5	0	0	15	0	0	18	0
Efr3a	3875	3560	3819	2363	8242	1599	853	4231
Efr3b	15	12	30	21	21	7	10	53
Eftud2	2331	2720	2504	1938	7933	1025	711	3489
Egf	19	51	30	92	35	10	3	16
Egfl6	7	19	6	4	1	5	1	3
Egfl7	16	14	0	28	0	0	0	11
Egfl8	48	73	81	0	0	6	3	85
Egfr	9	11	14	11	0	6	13	8
Egln1	405	265	111	99	0	0	190	297
Egln2	914	1180	927	1110	2869	530	661	1614
Egln3	33	37	0	68	0	79	0	77
Egr1	1346	1452	1244	1301	373	324	375	580
Egr2	274	681	504	181	0	123	234	737
Egr3	0	29	0	60	155	0	0	7
Ehbp1	5	3	0	0	2	0	2	21
Ehbp1l1	1402	1235	1617	801	757	465	1064	1368
Ehd1	657	258	459	122	594	119	44	209
Ehd2	8	21	13	4	0	1	17	14
Ehd3	982	7477	654	5948	2746	2967	206	9174
Ehd4	799	733	607	412	1761	86	146	578
Ehf	2	3	5	4	1	5	2	5
Ehhadh	132	243	205	180	0	65	47	92
Ehmt1	967	1396	464	906	478	264	66	624
Ehmt2	899	1334	1092	461	350	253	450	1214
Ei24	238	446	208	102	24	264	264	355
Eid1	108	92	98	55	169	65	83	62
Eid2	0	12	0	0	0	0	0	1
Eid2b	70	43	12	11	1	23	62	110
Eid3	10	3	25	0	0	0	15	0
Eif1	5112	7478	5749	5317	5981	3040	2872	5879
Eif1a	991	1208	733	1174	1358	279	589	1252
Eif1ad	1084	1146	1197	799	26	378	769	1136
Eif1ad11	3	9	11	5	15	3	9	8
Eif1ad18	2	1	6	4	0	0	0	2
Eif1ad19	5	13	8	6	2	4	3	5
Eif1ax	664	654	477	468	2932	393	595	862
Eif1b	697	434	611	394	1419	192	844	551
Eif2a	863	1087	759	932	1197	324	696	982
Eif2ak1	1382	2224	1531	1468	4023	696	530	1570
Eif2ak2	348	696	582	380	2211	299	105	621
Eif2ak3	473	181	164	47	328	333	152	223
Eif2ak4	187	227	303	264	0	34	147	82
Eif2b1	537	742	708	619	932	200	824	831
Eif2b2	736	958	721	422	816	584	1154	1380
Eif2b3	191	340	280	168	0	152	97	340
Eif2b4	438	601	670	350	1072	361	504	520
Eif2b5	376	394	239	157	1291	507	207	510
Eif2d	552	991	974	640	372	286	770	1072
Eif2s1	1848	1543	1429	1054	1134	767	1213	1915
Eif2s2	1433	1960	1488	1216	1313	1323	1394	2426
Eif2s3x	1786	2715	2191	1478	58	1276	397	2850
Eif2s3y	8	0	0	2	0	4	1	2
Eif3a	2029	3015	1827	1557	4854	735	1406	2985
Eif3b	437	740	287	194	40	531	288	781
Eif3c	2717	3972	2591	2520	3032	1983	1492	4277
Eif3d	1058	1699	1636	1198	1	994	1881	2298
Eif3e	2084	4509	2714	3638	801	1459	2591	4950
Eif3f	4792	8684	4718	7389	5459	3545	5607	10454
Eif3g	1433	2054	1594	1515	4500	850	1817	2722
Eif3h	2691	4523	3078	3249	7215	2062	2820	4436
Eif3i	870	1540	1278	1265	1980	799	1077	1923
Eif3j1	199	309	83	162	242	119	203	172
Eif3j2	611	518	264	442	407	343	496	523
Eif3k	1965	3015	2072	1852	726	1466	2373	3518
Eif3l	1480	3211	1440	1902	3563	1342	1123	3789
Eif3m	2164	3118	3094	2281	5118	1470	2824	3454
Eif3s6	0	0	1	4	1	0	3	3
Eif4a	97	337	0	0	0	124	245	313
Eif4a1	3103	3817	2158	2008	4521	1698	2101	4621
Eif4a2	8098	10718	9425	10274	6862	5027	4197	10264
Eif4a3	3096	3787	2879	2621	4348	1754	3699	3694
Eif4a3l1	0	0	0	1	1	0	0	0
Eif4b	2596	4233	2316	3444	229	908	1145	4584
Eif4e	1557	2246	1157	1676	3840	966	1014	2681
Eif4e1b	1	7	5	0	0	1	8	3
Eif4e2	1347	1300	1049	965	787	498	501	1674
Eif4e3	890	365	606	199	1469	136	661	280
Eif4ebp1	157	275	156	115	133	153	110	214
Eif4ebp2	305	544	219	361	596	205	101	443
Eif4ebp3	12	50	54	66	0	0	93	11
Eif4enif1	2663	2930	2313	1555	2184	1073	2752	3051
Eif4g1	1814	2606	1513	1519	2026	1440	1340	2974
Eif4g2	5269	7416	4607	4070	8997	2755	2066	6278
Eif4g3	1518	1209	1520	672	1067	794	939	1652
Eif4h	2951	3945	2497	2977	9876	1307	1647	4070
Eif5	6277	7214	6194	4307	3954	3151	2698	8691
Eif5a	6844	10069	5666	5467	12324	4681	7050	10729
Eif5a2	114	129	140	70	0	67	0	92
Eif5al3	2	0	0	2	0	0	2	1
Eif5b	962	1356	983	531	2141	452	1107	1360
Eif6	1629	1945	1476	909	3016	957	2133	2191
